batch_id,profile_bucket,return_abuse_label
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,1
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,0
1,low_risk,1
1,low_risk,0
1,low_risk,0
1,low_risk,0
