customer_return_rate,total_previous_orders,total_previous_returns,customer_history_days,days_since_last_order,cart_value,cart_item_count,multiple_sizes_same_product,max_sizes_same_product,average_product_return_rate,previous_returns_same_category,avg_days_to_return,return_abuse_label
0.2143,14,3,664,16,1818.58,1,0,1,0.0786,0,25.65,0
0.25,12,3,492,15,1480.8,1,0,1,0.1541,1,20.21,0
0.0,7,0,278,30,2461.26,3,0,1,0.0679,0,0.0,0
0.1818,11,2,932,50,2477.23,1,0,1,0.1477,0,9.48,0
0.2857,21,6,287,21,1334.19,1,0,1,0.0899,0,19.55,0
0.2727,11,3,213,15,2314.87,1,0,1,0.1505,1,52.45,0
0.1176,17,2,479,27,1615.87,2,0,1,0.2098,0,20.67,0
0.1364,22,3,317,20,1890.32,2,0,1,0.1053,0,18.28,0
0.4444,9,4,429,30,1423.05,3,0,1,0.0545,0,19.65,0
0.12,25,3,918,9,1747.98,1,0,1,0.3245,0,20.98,0
0.4286,7,3,333,25,1043.28,2,0,1,0.2699,0,10.43,0
0.0625,16,1,675,9,1247.56,1,0,1,0.4481,0,14.15,0
0.6,10,6,871,20,1299.17,2,0,1,0.1228,1,18.49,0
0.0769,26,2,979,14,2419.59,2,0,1,0.1779,0,13.22,0
0.0,3,0,697,16,1627.33,1,0,1,0.5507,0,0.0,0
0.3636,11,4,424,40,1498.17,2,1,2,0.0396,1,14.22,0
0.0,14,0,814,23,2242.96,3,0,1,0.264,0,0.0,0
0.0,7,0,335,14,1523.04,2,0,1,0.2141,0,0.0,0
0.1765,17,3,442,10,1710.79,2,0,1,0.2954,0,19.18,0
0.6154,13,8,212,26,1460.21,1,0,1,0.1409,1,22.41,0
0.2,15,3,309,23,2596.42,3,0,1,0.2029,1,17.33,0
0.2,10,2,901,13,909.54,1,0,1,0.1069,1,26.46,0
0.0909,11,1,626,29,2174.01,2,0,1,0.1243,0,10.35,0
0.2,10,2,910,23,2060.4,1,0,1,0.1269,0,9.24,0
0.2222,9,2,638,6,1886.23,1,0,1,0.0712,0,19.71,0
0.0,6,0,324,23,1927.65,1,0,1,0.0497,0,0.0,0
0.0,10,0,223,32,1754.65,2,0,1,0.1671,0,0.0,0
0.2727,11,3,992,31,2184.31,1,0,1,0.1972,0,16.66,0
0.2571,35,9,352,20,1741.54,3,0,1,0.1127,1,22.24,0
0.2,5,1,180,25,2471.56,3,0,1,0.2095,0,27.23,1
0.0,18,0,430,19,2005.4,3,0,1,0.1413,0,0.0,0
0.1429,14,2,509,33,1031.95,1,0,1,0.1866,0,10.39,0
0.0952,21,2,520,20,1147.17,1,0,1,0.0614,0,15.65,0
0.2857,14,4,246,20,3284.82,1,0,1,0.2456,1,42.37,0
0.375,8,3,371,39,2637.2,1,0,1,0.2282,0,14.92,0
0.3333,18,6,736,44,1288.75,1,0,1,0.3333,0,19.12,0
0.0,13,0,743,17,993.64,1,0,1,0.1639,0,0.0,0
0.0625,32,2,661,18,1161.59,2,0,1,0.1204,0,24.14,0
0.1,10,1,393,19,1427.11,1,0,1,0.2822,0,24.49,0
0.0,7,0,732,16,1901.03,1,0,1,0.4113,0,0.0,0
0.1429,7,1,250,17,1887.3,2,0,1,0.1027,0,23.44,0
0.2667,15,4,618,22,2441.53,2,0,1,0.1543,0,17.46,0
0.4,5,2,409,27,1294.36,1,0,1,0.1459,0,15.32,0
0.1538,13,2,974,19,2292.61,2,0,1,0.1412,0,24.68,0
0.4444,9,4,938,39,1850.64,1,0,1,0.1938,1,12.85,0
0.15,20,3,950,22,1546.38,1,0,1,0.4954,0,12.0,0
0.2222,18,4,333,55,1715.63,1,0,1,0.3099,1,31.73,0
0.0,3,0,515,30,2593.47,2,0,1,0.1106,0,0.0,0
0.1852,54,10,600,27,1777.65,2,0,1,0.3637,0,7.91,0
0.0,10,0,946,23,1649.39,2,0,1,0.1196,0,0.0,0
0.0,8,0,602,20,1527.22,1,0,1,0.1422,0,0.0,0
0.15,20,3,283,18,1345.5,1,0,1,0.1758,0,43.07,0
0.0833,12,1,414,54,1394.61,1,0,1,0.0139,0,11.35,0
0.0833,24,2,813,31,2412.79,1,0,1,0.1454,0,34.33,0
0.125,8,1,547,35,2325.11,2,0,1,0.1208,0,20.39,0
0.2,5,1,206,18,1113.0,1,0,1,0.1285,0,15.64,0
0.1429,7,1,799,19,2921.45,3,0,1,0.1411,0,24.07,0
0.0,4,0,722,16,3324.46,3,0,1,0.4204,0,0.0,0
0.6,5,3,747,27,1389.69,1,0,1,0.0633,0,17.02,0
0.3333,12,4,719,25,2201.69,2,0,1,0.0818,0,14.05,0
0.3571,14,5,512,39,1600.34,1,0,1,0.0817,0,10.83,0
0.25,8,2,689,15,944.03,1,0,1,0.1322,0,21.96,0
0.2,10,2,932,22,1813.67,1,0,1,0.0475,0,20.15,0
0.0769,52,4,231,45,1145.17,1,0,1,0.1487,1,18.31,0
0.0,20,0,189,11,2786.18,1,0,1,0.1264,0,0.0,1
0.0,5,0,314,24,1707.28,2,0,1,0.3074,0,0.0,0
0.0,11,0,693,27,2369.34,1,0,1,0.2275,0,0.0,0
0.0833,12,1,987,13,2225.03,3,0,1,0.0567,0,17.47,0
0.3235,34,11,519,24,971.06,1,0,1,0.1464,0,14.79,0
0.1429,28,4,335,19,2732.0,3,0,1,0.2604,1,16.25,0
0.0,20,0,340,12,1238.53,1,0,1,0.1922,0,0.0,0
0.0769,13,1,516,27,1047.67,1,0,1,0.1241,0,14.22,0
0.0,6,0,191,21,3449.93,3,1,3,0.0512,0,0.0,0
0.3333,9,3,203,33,1312.8,1,0,1,0.2524,0,15.57,0
0.0909,11,1,473,33,1463.54,1,0,1,0.0523,0,19.74,0
0.0,7,0,983,37,2914.12,2,1,2,0.2724,0,0.0,0
0.0,11,0,483,20,1024.73,1,0,1,0.2238,0,0.0,0
0.3333,12,4,814,59,1801.61,1,0,1,0.0643,0,13.34,0
0.0,12,0,835,18,1421.57,3,0,1,0.1265,0,0.0,0
0.0,12,0,768,24,2166.09,1,0,1,0.0756,0,0.0,0
0.55,20,11,937,13,1747.88,1,0,1,0.3863,0,13.79,0
0.3333,3,1,890,30,1504.62,2,0,1,0.1138,0,10.73,0
0.8333,6,5,358,14,1185.22,1,0,1,0.3908,1,14.05,0
0.3143,35,11,262,48,2035.0,2,1,2,0.2368,3,21.76,0
0.3333,6,2,189,21,1219.3,1,0,1,0.1043,0,13.96,0
0.1667,6,1,251,33,2200.45,1,0,1,0.2957,0,16.81,0
0.0,8,0,854,10,1725.13,2,1,2,0.3182,0,0.0,0
0.2,15,3,750,42,2630.35,2,0,1,0.2367,2,19.0,0
0.3,10,3,736,23,1263.04,1,0,1,0.2124,0,13.31,0
0.1739,23,4,979,27,1793.53,2,1,2,0.0238,0,16.51,0
0.125,8,1,648,20,1432.78,2,0,1,0.1031,0,27.26,0
0.0357,28,1,820,32,1974.63,2,0,1,0.1688,1,24.63,0
0.0,19,0,813,13,2283.55,1,0,1,0.1324,0,0.0,0
0.2,5,1,907,29,2145.69,2,0,1,0.0438,0,18.49,0
0.0,7,0,395,9,1678.54,1,0,1,0.016,0,0.0,0
0.1176,17,2,802,20,2035.23,2,1,2,0.103,0,19.13,1
0.1111,9,1,624,9,1947.3,2,0,1,0.0581,0,11.86,0
0.3571,14,5,460,30,1550.72,1,0,1,0.2118,1,23.56,0
0.6,5,3,870,18,2698.75,2,0,1,0.0352,0,14.24,1
0.08,25,2,442,12,3415.25,2,0,1,0.0986,0,15.18,0
0.0833,12,1,960,12,1848.82,3,0,1,0.259,0,25.42,0
0.4615,13,6,237,16,2989.32,3,0,1,0.0798,0,33.24,0
0.0,15,0,374,20,935.45,1,0,1,0.2232,0,0.0,0
0.0833,36,3,393,19,2708.58,1,0,1,0.0897,0,14.0,0
0.0,3,0,826,19,971.68,1,0,1,0.307,0,0.0,0
0.1333,15,2,548,26,1864.24,2,1,2,0.1315,0,15.53,0
0.1429,7,1,276,21,1186.4,1,0,1,0.3906,0,20.07,0
0.0,13,0,510,28,1479.16,1,0,1,0.2117,0,0.0,0
0.2667,30,8,865,13,3478.99,3,0,1,0.2369,1,20.25,0
0.2,10,2,952,14,1206.77,1,0,1,0.1342,0,13.41,0
0.0435,23,1,419,9,3394.72,2,0,1,0.2177,0,15.21,0
0.1818,11,2,398,18,1713.13,1,0,1,0.2419,1,12.89,0
0.2857,14,4,229,45,6659.94,2,0,1,0.2596,1,37.3,0
0.2,10,2,783,41,1183.99,2,0,1,0.2292,0,13.62,0
0.2632,19,5,508,25,2473.43,2,0,1,0.1127,1,16.65,0
0.0667,15,1,306,24,3006.61,2,0,1,0.1189,0,22.13,1
0.3571,14,5,888,18,1657.86,1,0,1,0.2341,1,10.59,0
0.3,10,3,618,32,1241.66,1,0,1,0.0728,0,22.48,0
0.0,6,0,553,23,1647.16,1,0,1,0.1383,0,0.0,0
0.0,8,0,687,16,2773.72,2,0,1,0.1489,0,0.0,1
0.1667,6,1,553,20,1414.7,1,0,1,0.2688,0,22.07,0
0.2222,9,2,898,22,3833.01,2,0,1,0.2689,0,10.97,0
0.0,5,0,522,33,2809.37,2,0,1,0.1028,0,0.0,0
0.0,12,0,339,16,1723.68,3,0,1,0.2237,0,0.0,0
0.3333,9,3,682,12,1512.31,1,0,1,0.1363,1,20.57,0
0.0,8,0,595,51,2312.86,1,0,1,0.4076,0,0.0,0
0.1538,13,2,680,10,1687.17,3,0,1,0.1394,0,24.49,0
0.125,16,2,415,17,1841.72,1,0,1,0.0472,0,11.27,0
0.0,8,0,789,45,1949.7,2,0,1,0.0697,0,0.0,0
0.0667,15,1,975,31,2076.67,2,0,1,0.0739,0,22.95,0
0.0,12,0,605,18,4090.09,3,0,1,0.0715,0,0.0,0
0.1538,13,2,185,23,1490.04,1,0,1,0.1525,0,24.35,0
0.3,10,3,463,56,1509.81,1,0,1,0.0472,0,24.91,0
0.2353,17,4,432,39,2827.69,2,1,2,0.2149,1,16.28,1
0.0625,16,1,359,20,1923.06,2,0,1,0.1433,0,17.81,0
0.0625,16,1,985,27,1341.45,2,0,1,0.327,1,19.9,0
0.2,10,2,307,24,1094.99,1,0,1,0.3684,0,9.66,0
0.1667,18,3,269,14,1320.43,1,0,1,0.2097,1,27.37,0
0.1111,9,1,788,46,1413.72,1,0,1,0.1014,0,14.95,0
0.0333,30,1,410,12,3409.75,2,0,1,0.2029,0,44.02,0
0.3333,6,2,364,29,1528.41,1,0,1,0.2307,0,20.68,1
0.0,25,0,739,8,1597.76,2,0,1,0.2207,0,0.0,0
0.0278,36,1,757,21,2036.42,2,0,1,0.1671,0,12.51,0
0.0,6,0,906,26,1376.69,1,0,1,0.0357,0,0.0,0
0.2632,19,5,789,21,1460.87,2,0,1,0.1518,1,20.15,0
0.0,29,0,882,34,1437.11,1,0,1,0.1455,0,0.0,1
0.4167,12,5,331,18,2682.74,1,0,1,0.141,0,19.63,0
0.0625,16,1,875,34,2261.46,2,0,1,0.238,0,21.79,0
0.0,3,0,591,19,1459.04,1,0,1,0.0843,0,0.0,0
0.0,10,0,323,21,2036.71,1,0,1,0.0192,0,0.0,0
0.25,12,3,991,16,2189.62,1,0,1,0.1824,0,19.79,0
0.1429,7,1,444,19,1384.68,1,0,1,0.0816,0,16.84,0
0.0625,16,1,521,15,1316.15,1,0,1,0.5113,0,16.68,0
0.5714,7,4,472,22,1497.17,1,0,1,0.3187,0,25.09,0
0.75,4,3,285,26,2055.97,2,0,1,0.2469,0,10.35,0
0.1111,9,1,270,19,1718.49,1,0,1,0.1714,0,12.28,0
0.0,3,0,484,34,1351.91,3,1,3,0.0379,0,0.0,0
0.5455,11,6,427,14,1253.55,1,0,1,0.3453,1,17.91,0
0.0667,30,2,243,19,2058.23,1,0,1,0.124,0,15.01,1
0.3571,14,5,384,35,1162.31,1,0,1,0.0791,0,16.64,0
0.0,9,0,982,56,1205.23,1,0,1,0.1683,0,0.0,0
0.3077,13,4,950,24,1178.92,1,0,1,0.2494,0,19.33,0
0.3333,12,4,877,10,1872.27,2,0,1,0.2507,0,16.94,0
0.0,12,0,405,14,1486.75,1,0,1,0.1181,0,0.0,0
0.3846,13,5,862,23,2071.78,2,0,1,0.2167,1,31.66,0
0.4545,11,5,972,25,2263.52,3,1,2,0.0882,1,22.47,0
0.0,5,0,910,25,1621.67,1,0,1,0.2424,0,0.0,0
0.0714,14,1,347,9,929.58,1,0,1,0.0944,1,12.17,0
0.0,5,0,642,29,1727.02,1,0,1,0.0491,0,0.0,0
0.1875,16,3,980,21,1420.55,2,0,1,0.1634,0,23.86,0
0.2273,22,5,952,29,3460.1,3,0,1,0.0944,1,11.88,0
0.0417,48,2,479,17,1364.53,1,0,1,0.1598,0,36.3,0
0.0714,28,2,255,21,1438.99,2,0,1,0.4099,0,22.98,0
0.4118,17,7,448,18,2620.78,2,1,2,0.1242,2,6.62,0
0.2,10,2,782,16,2725.67,2,0,1,0.2937,1,14.24,0
0.0,6,0,218,28,1661.26,2,0,1,0.1105,0,0.0,0
0.2667,30,8,533,29,2508.73,3,0,1,0.07,0,17.8,0
0.0714,14,1,394,25,1400.13,1,0,1,0.1194,0,8.25,0
0.1875,16,3,771,25,1124.56,1,0,1,0.1151,0,16.08,0
0.2308,13,3,568,24,1083.23,1,0,1,0.1321,1,20.59,0
0.2632,19,5,560,16,1677.47,1,0,1,0.2711,0,39.39,0
0.0,6,0,876,11,2235.5,1,0,1,0.1164,0,0.0,0
0.0,5,0,221,19,2272.65,1,0,1,0.1318,0,0.0,0
0.0,17,0,422,18,4605.0,2,0,1,0.3075,0,0.0,1
0.0,8,0,999,39,1586.7,1,0,1,0.2518,0,0.0,0
0.0588,17,1,890,32,2339.58,1,0,1,0.1214,0,8.51,0
0.4444,18,8,343,12,2008.85,1,0,1,0.1833,3,11.27,0
0.3,10,3,207,18,1642.13,1,0,1,0.3532,2,16.52,0
0.2222,9,2,679,28,2255.5,1,0,1,0.3331,0,14.82,0
0.3333,21,7,625,13,3625.09,3,0,1,0.1338,1,15.01,0
0.4,20,8,731,41,1550.78,1,0,1,0.1641,2,11.46,0
0.375,8,3,749,37,2192.45,2,1,2,0.1775,1,20.85,0
0.4,10,4,236,23,1946.95,2,0,1,0.1579,0,8.92,0
0.0,16,0,481,26,1118.15,1,0,1,0.1972,0,0.0,0
0.5,14,7,671,51,1479.46,1,0,1,0.1788,1,19.56,0
0.1538,13,2,347,35,1831.18,2,0,1,0.19,0,20.74,1
0.1,10,1,189,35,2298.96,3,0,1,0.3039,0,29.7,0
0.0,7,0,328,26,1869.21,2,0,1,0.0282,0,0.0,0
0.2941,17,5,311,20,1793.03,2,0,1,0.0796,0,29.57,0
0.2609,23,6,399,18,3231.95,2,0,1,0.169,0,24.49,0
0.3571,14,5,839,9,1947.54,1,0,1,0.053,0,22.59,0
0.3125,16,5,935,16,1256.36,2,0,1,0.2146,1,22.12,0
0.2667,15,4,960,14,1925.76,1,0,1,0.1858,0,16.12,0
0.0,13,0,613,28,1098.25,2,0,1,0.1552,0,0.0,0
0.2083,24,5,236,33,1157.48,1,0,1,0.2003,0,16.84,1
0.25,16,4,642,20,1440.22,2,1,2,0.1092,1,31.64,0
0.0952,21,2,529,16,1012.95,2,0,1,0.4168,0,36.94,0
0.1429,7,1,431,11,2460.89,3,1,3,0.0214,0,18.24,0
