customer_return_rate,total_previous_orders,total_previous_returns,customer_history_days,days_since_last_order,cart_value,cart_item_count,multiple_sizes_same_product,max_sizes_same_product,average_product_return_rate,previous_returns_same_category,avg_days_to_return,return_abuse_label
0.0,6,0,344,17,1576.67,1,0,1,0.1099,0,0.0,0
0.2222,27,6,632,38,1966.18,3,0,1,0.0123,0,14.4,0
0.0667,15,1,953,31,2173.88,2,0,1,0.0637,1,11.65,0
0.1538,13,2,321,21,1957.73,1,0,1,0.3038,0,15.95,0
0.0909,11,1,226,19,2536.96,2,0,1,0.0592,1,22.79,0
0.0909,11,1,456,19,1414.37,1,0,1,0.1741,0,13.03,0
0.1613,31,5,833,33,2072.51,1,0,1,0.226,0,15.66,0
0.0,11,0,283,41,2443.27,2,0,1,0.0409,0,0.0,0
0.0714,28,2,562,24,2826.38,2,0,1,0.1627,1,11.62,0
0.0,12,0,657,25,2273.32,2,0,1,0.4109,0,0.0,1
0.0,8,0,231,43,1698.39,1,0,1,0.2419,0,0.0,0
0.25,8,2,343,15,1665.12,1,0,1,0.2984,1,9.93,0
0.0,10,0,727,11,750.38,1,0,1,0.1151,0,0.0,0
0.125,8,1,826,19,1309.15,1,0,1,0.1898,0,17.88,0
0.1538,13,2,239,22,1932.12,2,0,1,0.103,0,18.46,0
0.0,14,0,694,13,1882.56,1,0,1,0.1889,0,0.0,1
0.1,20,2,866,24,1849.92,2,1,2,0.0603,0,24.18,0
0.05,20,1,400,11,1616.28,1,0,1,0.3104,0,12.86,0
0.1,10,1,740,29,1648.57,2,0,1,0.0668,1,16.89,0
0.6,5,3,794,23,3446.39,2,1,2,0.256,0,17.46,1
0.2778,18,5,457,28,1021.27,1,0,1,0.0601,2,14.61,0
0.0667,15,1,454,32,2424.31,2,0,1,0.2357,0,17.23,0
0.0,23,0,905,17,1108.37,1,0,1,0.0302,0,0.0,0
0.0741,27,2,343,30,2326.73,1,0,1,0.3018,1,20.89,0
0.0,19,0,276,11,2254.54,2,0,1,0.1393,0,0.0,0
0.3182,22,7,325,23,2106.42,1,0,1,0.1752,2,11.56,0
0.1538,13,2,288,24,3106.76,3,0,1,0.1505,0,15.93,0
0.1053,19,2,914,46,1163.2,1,0,1,0.1684,1,11.92,0
0.0625,16,1,949,13,2868.31,3,1,2,0.0269,1,13.46,0
0.3571,14,5,371,10,2298.15,2,0,1,0.2132,0,13.2,0
0.2667,15,4,993,17,1246.09,1,0,1,0.2054,0,27.46,1
0.0,18,0,510,18,1358.92,2,0,1,0.068,0,0.0,0
0.8571,7,6,305,14,2132.15,2,0,1,0.3127,1,25.49,0
0.0,14,0,603,26,1515.68,3,1,3,0.1107,0,0.0,0
0.0571,35,2,692,23,879.58,1,0,1,0.1113,0,12.73,0
0.4,10,4,236,44,2235.23,2,0,1,0.1074,0,17.63,0
0.0,14,0,507,28,1909.65,2,0,1,0.2271,0,0.0,0
0.2,5,1,404,32,2025.66,1,0,1,0.076,0,22.46,0
0.0,15,0,909,31,890.23,1,0,1,0.1107,0,0.0,0
0.1333,15,2,398,46,1184.46,1,0,1,0.0575,1,9.88,0
0.3333,9,3,816,11,2775.47,1,0,1,0.1317,1,6.33,0
0.0,21,0,789,15,2018.9,2,1,2,0.2227,0,0.0,0
0.1,10,1,510,30,1641.93,2,0,1,0.2482,1,23.27,0
